2.777	5.067
2.988	5.189
2.993	4.634
3.019	5.112
2.607	4.489
3.112	4.553
2.837	5.286
2.608	5.038
2.984	5.571
2.861	4.846
2.626	5.225
3.067	4.869
3.168	5.042
3.292	5.193
2.764	4.753
2.659	5.384
3.240	4.741
2.415	4.687
2.927	4.312
3.438	5.014
3.362	4.649
2.695	4.897
2.571	5.021
3.131	4.934
3.442	5.615
2.710	4.835
2.789	5.185
2.978	4.784
3.217	5.548
3.318	5.421
3.285	5.091
2.464	4.034
3.012	4.818
2.594	4.864
2.894	4.749
2.474	5.190
2.578	5.399
2.752	5.258
2.959	4.252
2.763	4.940
2.940	4.930
3.136	4.454
3.765	5.006
3.118	5.202
3.054	5.121
2.823	5.278
3.022	4.743
3.220	4.559
3.095	5.395
2.859	4.959
3.243	4.851
2.854	5.120
3.355	4.835
2.485	4.813
3.212	5.461
3.201	5.102
3.001	5.105
2.856	5.162
2.634	4.927
3.318	4.526
2.808	5.167
3.482	4.717
3.536	4.975
3.039	5.035
3.021	5.537
3.056	4.516
2.922	5.165
2.831	4.918
3.731	4.827
2.989	4.772
3.492	4.923
2.613	4.973
2.934	5.077
2.899	4.715
3.449	4.763
2.806	4.608
3.041	5.218
3.450	5.223
2.897	4.487
3.158	5.025
3.283	5.006
2.789	4.424
3.104	4.766
3.166	5.282
3.054	5.201
2.607	5.542
2.976	4.883
3.109	5.358
2.968	5.397
2.868	5.025
3.197	4.785
2.811	4.877
3.131	4.784
2.702	4.968
3.343	4.938
2.523	5.186
2.911	5.258
3.342	4.771
2.785	5.295
3.063	4.733
2.834	4.696
2.811	4.451
3.136	5.267
2.894	4.843
3.404	4.409
2.752	4.829
3.047	5.172
3.276	4.760
2.950	4.876
3.278	5.361
3.014	5.319
2.485	5.257
2.877	5.059
2.442	4.867
3.330	5.114
3.267	4.848
3.457	4.784
3.119	5.005
3.185	5.309
3.400	5.021
2.623	4.852
3.710	4.931
3.124	5.239
3.090	4.834
2.971	4.477
2.686	4.968
3.822	5.001
2.728	5.134
3.217	4.873
2.775	4.840
2.517	5.149
3.167	5.510
2.565	5.351
2.795	5.106
2.898	4.210
2.878	4.708
2.459	5.423
2.905	4.781
3.058	4.806
2.999	5.399
2.967	5.326
2.958	4.651
3.159	4.868
3.204	5.059
2.530	4.786
2.130	4.809
3.656	5.114
3.067	4.761
2.908	5.570
2.683	5.686
2.825	5.476
2.904	4.685
2.868	4.861
2.827	5.078
2.819	5.052
3.181	4.931
2.933	5.124
2.640	5.055
2.679	5.005
2.954	4.487
3.050	4.882
2.551	4.776
3.046	4.820
1.961	4.698
3.041	4.872
2.983	4.944
2.966	4.939
2.691	5.353
2.866	5.236
2.774	4.962
3.259	5.053
3.507	5.045
2.539	5.216
3.080	5.397
2.698	4.264
2.447	5.067
3.984	4.602
3.079	5.388
3.258	5.185
2.912	4.911
2.701	5.208
3.003	5.359
3.226	4.601
2.679	5.497
2.707	5.298
2.946	4.782
3.464	4.906
3.504	4.821
2.975	4.447
2.809	4.752
3.232	4.831
3.081	5.320
2.948	5.304
2.463	5.188
2.781	5.050
3.041	5.227
3.352	5.899
3.520	4.394
3.211	4.981
3.659	5.223
3.835	4.941
3.249	4.746
2.935	5.036
3.485	5.283
3.414	4.808
3.202	5.024
2.351	5.094
2.477	5.046
2.783	4.503
2.976	4.643
2.873	5.005
3.669	5.729
3.258	5.107
2.681	5.275
2.746	5.330
2.882	5.185
2.834	5.029
2.510	4.653
3.361	5.384
3.207	5.094
2.845	5.290
3.044	5.727
3.134	4.517
2.534	4.701
3.088	5.174
2.856	5.140
3.196	5.241
2.685	5.009
2.774	4.958
2.491	4.616
2.956	5.548
2.731	4.867
2.733	5.087
3.057	5.071
2.714	5.064
3.800	4.751
3.567	5.008
3.092	5.412
3.393	5.653
2.575	5.333
3.558	4.510
2.398	5.373
3.401	5.835
2.923	5.643
2.839	5.253
2.712	5.233
3.316	4.593
2.832	4.770
3.427	5.269
3.115	4.818
3.348	5.032
2.974	4.291
3.393	4.547
3.236	4.904
3.519	4.814
2.941	4.878
2.864	4.920
2.733	5.587
2.654	5.065
2.913	5.425
2.714	4.552
3.353	4.959
2.896	5.159
2.880	4.758
3.264	5.112
3.373	5.240
2.414	5.326
2.445	4.724
2.775	5.606
2.835	5.161
2.983	4.849
3.107	4.524
3.410	5.193
3.586	5.326
3.197	5.134
2.699	4.849
2.265	5.282
2.772	5.714
2.435	5.045
2.616	4.826
3.303	5.453
2.714	5.194
2.778	5.761
2.752	5.072
3.414	5.113
3.184	4.881
3.024	5.058
2.810	4.600
3.380	5.137
2.772	5.096
2.637	5.249
2.867	5.428
3.911	4.888
3.446	4.696
2.746	5.087
3.202	4.769
2.777	4.772
2.259	5.594
2.961	5.278
2.409	4.850
3.049	5.148
2.699	4.689
3.437	4.280
3.079	5.024
3.142	5.638
3.102	4.994
2.769	5.094
2.888	4.943
3.171	4.828
2.504	4.546
3.303	5.212
2.955	4.460
2.812	5.161
3.097	5.400
3.211	5.159
2.793	4.638
3.068	4.807
3.160	5.072
3.002	5.047
3.077	5.009
2.948	4.809
1.802	1.109
1.722	0.961
2.022	1.288
1.958	0.554
2.093	0.824
2.272	1.353
1.701	0.669
1.623	0.906
2.089	0.618
2.188	0.759
1.894	0.472
2.103	1.009
1.871	0.533
1.811	0.930
1.796	0.632
2.066	0.801
2.258	1.173
2.405	1.678
2.187	0.867
1.827	1.029
2.570	0.864
2.085	1.331
1.981	1.188
1.866	0.757
2.177	0.901
2.117	1.164
1.555	1.544
1.639	1.076
2.093	0.922
1.415	1.256
2.399	0.991
1.957	0.463
1.977	0.938
1.981	1.302
2.252	1.091
1.942	0.871
1.944	0.977
1.910	1.184
2.555	0.414
1.558	1.364
1.579	0.555
1.431	1.210
1.396	1.339
1.955	0.980
1.733	0.874
1.956	1.267
2.272	1.333
1.726	1.203
2.174	1.300
2.317	1.422
2.370	0.807
2.233	0.711
1.957	0.929
2.395	1.498
2.528	0.699
2.468	0.875
1.879	0.805
1.678	1.288
1.489	1.109
1.888	0.761
2.256	0.694
1.698	0.921
1.535	1.804
2.041	0.626
1.893	1.051
3.055	1.028
2.016	1.172
1.669	0.981
2.299	0.766
2.147	1.318
2.321	0.633
1.963	0.263
2.264	1.228
1.716	0.815
1.563	0.873
2.055	1.040
1.600	0.632
2.185	1.082
1.994	1.033
1.715	1.158
2.356	1.696
1.706	1.335
2.035	1.300
2.197	0.535
1.963	1.104
1.976	0.728
1.860	1.109
2.111	1.254
1.833	0.701
2.019	0.705
1.830	0.768
1.709	1.359
1.869	1.184
1.940	0.864
2.123	0.717
2.076	1.217
1.979	0.745
1.783	1.150
2.001	0.770
2.079	1.359
2.094	1.185
1.795	0.696
1.630	1.206
1.754	0.936
1.840	1.173
2.015	1.128
2.157	0.982
2.132	1.168
2.155	1.370
2.325	0.864
2.347	0.926
2.219	0.927
1.711	0.886
1.367	1.370
1.990	1.336
1.878	1.193
1.987	0.735
2.481	0.610
2.072	0.915
2.162	0.859
2.091	0.653
2.032	0.848
2.481	1.219
2.710	0.860
2.222	0.722
1.905	1.109
1.706	1.176
1.590	1.064
1.664	0.947
1.982	0.773
1.881	0.815
2.134	0.749
2.840	1.467
2.003	0.782
2.450	1.222
2.024	1.462
2.054	1.017
2.269	0.926
2.080	0.722
2.356	1.422
1.688	1.245
2.032	1.099
1.825	0.601
2.108	0.839
2.103	0.893
2.184	1.014
1.764	1.231
2.452	0.797
1.579	1.156
2.096	0.898
1.880	1.351
2.330	1.046
2.133	1.689
1.684	1.295
1.951	1.213
2.185	1.008
2.159	1.371
1.852	0.788
1.850	0.781
1.767	1.024
2.187	1.128
1.985	1.360
2.017	0.718
1.940	1.342
1.755	0.959
1.996	0.922
1.763	1.159
2.099	1.386
1.622	0.920
1.807	0.856
2.049	0.597
1.983	0.803
1.753	0.699
2.549	1.148
1.788	1.076
2.228	1.387
2.146	0.761
2.014	1.442
2.361	0.663
2.448	1.566
2.422	1.226
1.987	0.623
1.689	1.055
2.062	1.242
2.039	0.853
2.485	1.286
1.925	0.760
1.549	0.509
1.918	0.813
2.420	1.168
1.545	0.551
1.826	1.055
2.259	1.029
1.892	0.848
2.086	0.859
2.298	1.481
1.987	1.235
1.682	1.191
2.267	0.707
2.213	1.269
1.561	1.361
2.041	0.662
2.374	1.006
2.272	0.850
1.826	1.508
2.301	0.975
1.983	0.858
2.308	1.595
2.186	0.774
2.502	0.485
2.336	1.038
2.661	0.807
1.863	1.307
1.802	1.180
2.429	1.069
1.856	0.946
2.028	1.181
2.454	1.050
2.161	0.833
2.304	1.395
2.216	1.326
1.605	1.251
1.821	1.448
1.808	0.233
2.104	0.948
1.902	0.708
1.949	1.472
1.709	1.235
2.236	0.845
1.830	1.071
1.800	0.723
2.080	0.578
1.974	0.762
1.910	1.190
2.246	0.953
2.298	0.960
1.673	0.917
2.416	1.167
1.718	1.020
1.792	1.416
1.920	0.851
2.534	0.452
2.232	1.080
2.611	1.239
2.122	0.548
2.459	0.753
1.697	0.898
1.954	0.895
2.449	1.041
2.985	1.095
2.323	1.274
2.369	1.016
1.286	1.119
2.134	1.470
2.211	1.081
1.772	1.160
1.626	0.973
2.025	0.857
2.154	1.232
2.477	1.106
2.618	0.766
2.076	0.777
2.483	0.851
2.284	0.715
2.439	1.203
1.886	1.119
1.683	0.885
1.790	1.022
2.024	0.527
2.286	1.526
2.350	0.845
1.848	0.354
2.597	0.796
1.984	1.139
1.771	0.836
1.890	0.972
1.849	1.235
2.480	1.217
1.998	0.608
1.702	1.303
1.956	0.948
2.245	1.028
1.866	1.234
1.596	0.559
2.675	1.782
3.183	1.203
2.034	0.536
1.607	0.889
2.203	0.978
1.909	1.137
1.981	0.836
2.201	0.563
2.401	1.111
2.420	0.692
1.901	1.119
1.831	0.556
1.647	0.702
2.377	0.840
2.201	0.499
1.588	0.914
2.299	1.212
2.258	0.877
1.583	1.002
1.903	0.984
1.502	0.802
2.262	0.530
2.121	0.957
1.797	1.318
1.791	1.055
1.808	0.598
2.606	1.267
1.854	1.168
2.285	1.441
1.450	1.180
2.218	1.429
2.903	1.407
2.685	0.979
1.926	1.093
2.213	1.600
2.225	0.501
2.285	0.862
1.793	1.145
1.637	1.281
1.952	0.710
1.714	1.501
1.973	0.657
1.904	0.721
2.385	0.413
1.737	0.873
1.716	1.055
1.747	0.898
2.217	1.505
1.757	0.465
1.894	0.974
1.666	0.891
2.146	1.492
2.358	1.496
2.508	1.104
2.066	1.724
1.664	1.488
1.811	1.074
2.274	1.022
1.849	1.080
2.305	1.022
2.850	1.177
1.395	1.313
1.556	1.047
2.147	0.709
1.949	0.869
1.507	1.399
1.930	0.857
1.984	0.791
2.560	0.750
2.299	1.073
2.127	0.970
2.663	1.353
1.480	1.113
1.910	0.920
2.567	0.989
2.077	0.501
2.204	0.832
2.047	0.823
2.596	1.158
1.461	0.235
2.752	1.056
2.188	1.720
2.105	1.044
1.891	0.976
1.832	1.098
2.332	0.875
2.163	0.621
2.704	0.919
2.142	0.710
2.367	0.499
1.903	0.779
2.198	0.532
2.238	0.908
1.833	0.768
2.132	1.244
2.113	0.711
1.789	1.399
1.629	1.073
1.911	1.065
2.226	1.361
1.837	0.497
1.894	0.732
2.117	0.801
2.202	1.230
1.692	1.107
2.179	0.424
1.996	1.612
2.421	0.737
2.047	1.149
1.731	0.823
1.523	0.831
1.922	0.743
1.906	1.261
2.307	1.346
2.220	0.728
1.994	1.157
2.060	1.255
2.170	1.077
1.904	0.723
2.015	1.234
1.421	0.286
2.347	0.844
1.849	0.995
2.229	0.928
1.985	0.389
1.909	0.939
1.382	0.633
2.299	0.934
1.333	1.028
2.786	0.613
1.493	0.659
2.252	0.570
2.684	1.662
2.049	1.106
1.852	1.091
2.016	0.577
1.780	1.001
1.992	1.458
1.789	1.184
2.121	1.037
2.219	1.382
2.033	0.774
1.888	0.522
2.453	0.951
2.049	0.820
1.567	1.499
2.295	1.275
2.157	1.675
2.073	0.805
1.762	0.448
1.871	0.391
1.955	1.144
2.158	1.435
1.985	1.240
1.374	0.897
1.775	1.214
1.500	1.250
2.199	1.028
1.691	1.469
1.939	1.056
1.906	1.073
1.926	0.835
2.324	1.374
2.486	1.304
1.668	0.879
1.541	0.885
1.738	0.655
2.061	1.227
2.382	0.698
2.274	0.758
1.748	1.262
2.096	0.928
2.350	0.596
1.870	0.895
2.087	1.047
1.900	1.422
1.919	1.194
1.553	1.652
1.654	0.767
2.104	1.170
2.464	0.444
2.184	1.325
2.244	1.424
2.164	0.994
1.446	1.144
2.249	1.110
2.523	1.091
2.138	1.373
1.670	0.607
2.199	1.104
2.395	0.806
1.722	0.569
1.639	1.122
2.207	0.939
1.743	1.010
1.424	1.185
2.301	1.218
2.402	0.996
2.080	1.303
1.985	0.777
1.899	1.794
2.384	0.889
2.642	0.968
2.532	0.544
2.242	1.034
1.835	1.029
2.592	0.989
1.942	0.790
2.149	1.085
2.307	1.265
1.731	1.046
1.457	0.576
1.930	1.043
1.724	1.159
1.625	1.362
1.987	1.266
4.832	1.963
5.439	2.147
5.009	2.522
4.260	2.033
5.240	1.642
4.814	2.033
5.385	2.003
4.944	1.883
4.646	1.827
5.137	1.858
5.288	1.842
5.037	1.484
4.617	2.724
4.852	1.419
4.460	2.061
4.732	2.087
5.428	1.481
4.710	1.690
4.867	1.433
5.299	1.405
5.202	1.285
4.862	2.179
4.279	1.813
5.503	2.240
5.429	2.101
4.201	2.094
5.006	2.291
4.988	2.078
4.908	2.359
5.029	1.845
4.431	2.030
5.200	1.845
4.522	2.172
4.835	1.609
4.907	2.045
4.699	1.958
4.983	1.147
5.096	1.865
5.583	2.017
5.226	1.916
4.385	1.890
4.891	1.826
4.984	2.485
4.653	1.962
5.355	1.524
4.531	1.699
5.472	2.285
5.363	1.729
4.613	1.573
4.975	1.584
5.318	1.950
5.137	1.671
5.063	2.256
5.189	1.499
5.631	1.851
5.113	1.757
4.774	2.408
4.624	2.321
4.603	2.436
4.890	1.743
5.262	2.079
4.813	1.703
4.805	2.241
4.812	1.523
4.763	1.429
4.729	1.948
5.061	1.793
4.712	2.089
5.224	1.903
4.602	1.918
5.242	2.078
5.228	1.770
4.978	1.872
5.140	2.093
4.923	2.069
4.980	1.917
4.735	2.184
5.033	2.381
5.102	1.826
5.680	1.467
5.327	1.607
4.657	2.178
5.115	1.704
5.372	2.041
4.461	1.959
4.936	1.797
5.065	1.274
5.182	1.824
4.773	2.353
5.390	2.316
5.134	1.682
4.977	1.808
4.828	1.645
4.558	2.380
4.835	2.581
4.670	2.297
5.016	1.795
5.177	2.094
4.763	2.207
4.582	2.342
5.162	2.061
5.274	2.045
5.156	1.681
5.262	2.047
4.179	1.802
4.413	1.506
5.033	1.486
4.632	1.908
4.767	2.120
4.982	1.757
5.062	1.881
5.583	1.610
4.591	2.150
5.056	1.792
4.886	1.947
5.054	2.170
5.314	1.780
4.857	1.798
5.388	2.484
4.917	2.174
4.992	1.689
5.099	2.202
5.213	2.400
5.341	2.569
4.984	1.836
4.975	2.293
4.820	1.785
5.126	2.306
4.853	1.954
5.000	2.118
4.996	2.104
4.902	2.256
5.513	1.633
5.067	1.898
5.004	1.842
5.846	2.012
4.923	2.392
4.780	1.741
4.896	2.018
5.012	1.985
4.904	2.142
5.094	1.954
4.700	1.754
4.833	1.590
4.781	2.027
5.092	1.698
4.659	2.124
5.268	2.021
5.609	2.012
4.951	2.069
4.991	1.933
4.932	2.266
5.279	2.462
5.059	1.381
4.996	1.891
4.894	1.941
5.150	1.718
4.744	2.091
5.485	1.571
5.348	2.391
4.968	1.760
4.754	2.066
5.139	2.037
5.102	2.118
5.093	1.791
4.888	2.434
4.847	2.500
5.079	2.072
5.110	2.094
4.838	1.684
4.733	1.672
5.658	1.672
4.976	1.960
4.890	2.174
4.690	1.675
5.077	1.772
4.668	2.192
5.288	2.010
4.626	1.708
5.292	2.127
5.391	1.702
4.390	1.600
5.011	1.757
5.155	1.667
5.419	2.076
4.186	2.516
5.035	2.278
4.898	2.030
4.587	1.593
4.604	2.250
4.786	2.306
5.382	2.549
4.699	1.937
4.346	2.231
5.357	1.784
4.962	2.090
4.966	2.090
4.886	1.778
5.246	1.967
5.376	2.094
5.127	1.835
4.568	1.566
5.128	1.840
5.222	2.271
4.117	1.866
4.786	1.345
5.191	2.169
5.056	2.396
4.514	2.116
5.139	2.427
5.340	2.625
4.973	1.583
5.250	1.841
5.109	2.396
5.247	2.255
4.891	2.275
4.644	1.894
5.226	2.236
5.297	2.202
4.970	2.273
4.855	1.592
5.096	1.541
5.073	2.247
5.043	1.944
5.297	2.067
5.229	1.963
4.877	2.389
5.019	2.099
5.259	2.008
5.288	1.753
4.479	1.824
5.001	2.467
4.536	2.343
4.590	1.665
4.899	2.135
4.596	2.030
5.047	2.176
5.302	2.051
5.294	1.861
4.924	1.884
5.261	1.952
4.737	2.237
5.189	1.938
5.181	1.778
5.094	2.317
4.911	1.622
5.327	2.140
4.686	2.324
4.761	1.650
5.009	2.259
5.292	2.495
5.119	1.684
5.076	1.992
4.918	1.864
4.740	2.062
4.942	2.077
5.337	1.945
4.903	1.517
4.764	1.738
4.402	1.890
4.834	2.042
5.337	1.889
5.615	1.869
4.658	1.927
4.183	1.424
5.044	2.380
4.881	1.682
4.351	2.278
5.997	2.060
5.501	2.047
5.340	1.950
4.616	2.486
4.833	1.181
4.724	2.264
5.248	2.069
4.900	2.332
5.233	2.015
4.476	1.784
4.284	1.586
5.134	1.664
4.391	2.106
5.338	1.234
5.489	1.776
5.133	1.992
4.853	1.636
4.550	2.372
5.019	1.470
5.092	1.904
4.264	1.556
5.082	1.658
4.929	1.847
5.296	2.264
5.135	2.284
4.902	2.372
5.174	2.219
5.391	1.741
4.966	2.223
4.767	2.075
5.237	3.015
5.087	2.095
4.785	1.805
4.824	1.978
4.541	1.984
4.671	1.971
4.893	1.276
4.615	2.143
4.963	2.303
5.139	2.077
5.159	1.785
5.464	1.791
5.503	2.333
4.631	2.352
4.410	1.832
4.995	1.962
4.596	2.034
4.710	1.634
5.083	1.996
4.196	2.194
4.946	2.256
5.644	1.800
5.039	2.513
5.282	2.276
4.455	1.865
5.129	2.348
5.022	1.498
5.250	1.400
5.192	1.661
4.575	2.370
4.769	1.526
4.865	2.160
5.111	2.110
4.836	2.173
4.770	1.869
5.384	2.710
5.449	1.928
5.054	2.220
4.542	1.716
4.940	2.346
5.230	2.412
5.279	1.887
5.153	2.173
4.880	1.654
4.928	2.158
5.158	1.633
4.662	1.602
5.140	2.433
5.047	1.656
5.673	2.378
5.019	1.680
4.961	1.779
4.952	2.403
5.162	2.300
5.103	2.097
5.228	1.443
5.172	1.894
5.055	2.269
5.077	1.916
5.254	1.629
4.778	1.594
5.060	2.277
4.755	1.871
4.659	2.368
5.035	1.988
4.757	1.976
5.420	2.076
4.376	1.907
5.078	2.002
6.012	1.834
4.872	1.982
5.420	1.131
4.744	2.207
4.911	2.010
5.218	1.877
4.771	1.951
5.241	2.196
4.772	1.917
5.254	1.280
5.043	1.666
5.484	2.470
4.484	1.729
4.741	1.751
5.502	2.512
5.430	2.076
5.321	1.743
5.148	2.391
4.789	2.005
4.938	1.945
4.927	2.494
4.727	2.076
5.534	1.824
5.683	1.487
4.940	1.723
4.826	1.623
4.075	2.013
5.096	1.827
5.012	2.158
5.109	1.860
5.146	1.892
5.146	1.882
5.227	2.229
5.698	2.116
5.094	1.941
4.445	2.359
4.968	1.981
5.183	2.194
5.160	2.123
4.733	2.291
4.994	2.277
5.201	1.659
4.922	1.918
5.334	1.845
4.586	2.567
4.695	2.633
5.052	1.818
4.912	2.111
5.224	1.483
4.801	2.364
4.871	1.593
5.150	1.902
4.983	2.059
4.672	2.550
4.694	2.238
5.028	2.292
4.684	1.532
5.341	2.727
5.225	1.879
4.802	2.098
5.022	2.317
4.881	2.145
5.729	2.185
5.027	1.770
5.272	2.397
4.897	1.948
5.246	2.247
5.057	1.770
4.756	2.125
5.411	2.260
5.170	2.369
4.980	1.454
4.566	1.727
3.977	1.729
5.097	1.778
4.664	2.247
5.168	2.473
5.343	2.133
5.012	1.872
4.542	1.951
5.308	2.266
5.612	2.290
4.869	1.878
4.665	2.114
5.339	2.222
5.167	2.236
4.416	2.726
5.069	2.201
4.900	2.161
5.174	1.871
4.519	2.141
4.699	1.958
5.302	1.978
4.771	2.226
4.624	2.552
5.316	1.955
4.801	2.212
5.013	2.216
5.271	1.765
4.848	1.868
5.555	1.996
4.690	2.150
5.196	2.317
5.160	2.037
4.727	2.158
4.810	1.537
4.738	1.745
4.986	1.693
5.158	1.655
5.269	2.201
5.400	2.086
4.962	2.364
4.771	2.177
5.364	1.905
4.508	2.599
5.246	1.946
4.922	2.240
5.009	2.207
5.422	1.914
5.119	2.061
5.085	2.243
5.100	2.349
5.322	1.906
5.085	2.046
5.341	1.874
4.862	1.451
5.388	1.955
4.977	1.743
5.379	2.049
4.926	1.694
4.504	2.397
5.180	2.145
4.590	1.748
